Lugar de residencia;Edad;Medida;Valor;
Guijarrosa (La);De 50 a 59 años;% Personas;61,881188118811885;
Guijarrosa (La);De 40 a 49 años;Nº personas;119;
Guijarrosa (La);De 40 a 49 años;% Personas;56,132075471698116;
Guijarrosa (La);De 30 a 39 años;Nº personas;75;
Guijarrosa (La);De 30 a 39 años;% Personas;40,32258064516129;
Guijarrosa (La);De 20 a 29 años;Nº personas;70;
Guijarrosa (La);De 20 a 29 años;% Personas;49,645390070921984;
Guijarrosa (La);De 12 a 19 años;Nº personas;61;
Guijarrosa (La);De 12 a 19 años;% Personas;58,65384615384615;
Guijarrosa (La);De 5 a 11 años;Nº personas;15;
Guijarrosa (La);De 5 a 11 años;% Personas;13,274336283185841;
Guijo (El);TOTAL;Nº personas;290;
Guijo (El);TOTAL;% Personas;83,0945558739255;
Guijo (El);De 80 y más años;Nº personas;55;
Guijo (El);De 80 y más años;% Personas;103,77358490566037;
Guijo (El);De 70 a 79 años;Nº personas;53;
Guijo (El);De 70 a 79 años;% Personas;110,41666666666667;
Guijo (El);De 60 a 69 años;Nº personas;36;
Guijo (El);De 60 a 69 años;% Personas;85,71428571428571;
Guijo (El);De 50 a 59 años;Nº personas;34;
Guijo (El);De 50 a 59 años;% Personas;82,92682926829268;
Guijo (El);De 40 a 49 años;Nº personas;36;
Guijo (El);De 40 a 49 años;% Personas;72;
Guijo (El);De 30 a 39 años;Nº personas;28;
Guijo (El);De 30 a 39 años;% Personas;93,33333333333333;
Guijo (El);De 20 a 29 años;Nº personas;27;
Guijo (El);De 20 a 29 años;% Personas;79,41176470588235;
Guijo (El);De 12 a 19 años;Nº personas;19;
Guijo (El);De 12 a 19 años;% Personas;100;
Guijo (El);De 5 a 11 años;Nº personas;2;
Guijo (El);De 5 a 11 años;% Personas;8,695652173913043;
Hinojosa del Duque;TOTAL;Nº personas;6016;
Hinojosa del Duque;TOTAL;% Personas;90,00598444045482;
Hinojosa del Duque;De 80 y más años;Nº personas;692;
Hinojosa del Duque;De 80 y más años;% Personas;109,49367088607595;
Hinojosa del Duque;De 70 a 79 años;Nº personas;757;
Hinojosa del Duque;De 70 a 79 años;% Personas;109,23520923520924;
Hinojosa del Duque;De 60 a 69 años;Nº personas;963;
Hinojosa del Duque;De 60 a 69 años;% Personas;106,29139072847683;
Hinojosa del Duque;De 50 a 59 años;Nº personas;961;
Hinojosa del Duque;De 50 a 59 años;% Personas;95,14851485148515;
Hinojosa del Duque;De 40 a 49 años;Nº personas;831;
Hinojosa del Duque;De 40 a 49 años;% Personas;91,51982378854626;
Hinojosa del Duque;De 30 a 39 años;Nº personas;707;
Hinojosa del Duque;De 30 a 39 años;% Personas;94,77211796246648;
Hinojosa del Duque;De 20 a 29 años;Nº personas;644;
Hinojosa del Duque;De 20 a 29 años;% Personas;86,44295302013423;
Hinojosa del Duque;De 12 a 19 años;Nº personas;393;
Hinojosa del Duque;De 12 a 19 años;% Personas;91,3953488372093;
Hinojosa del Duque;De 5 a 11 años;Nº personas;68;
Hinojosa del Duque;De 5 a 11 años;% Personas;18,47826086956522;
Hornachuelos;TOTAL;Nº personas;3766;
Hornachuelos;TOTAL;% Personas;83,37392074385654;
Hornachuelos;De 80 y más años;Nº personas;323;
Hornachuelos;De 80 y más años;% Personas;106,6006600660066;
Hornachuelos;De 70 a 79 años;Nº personas;338;
Hornachuelos;De 70 a 79 años;% Personas;111,9205298013245;
Hornachuelos;De 60 a 69 años;Nº personas;594;
Hornachuelos;De 60 a 69 años;% Personas;101,88679245283019;
Hornachuelos;De 50 a 59 años;Nº personas;689;
Hornachuelos;De 50 a 59 años;% Personas;91,25827814569537;
Hornachuelos;De 40 a 49 años;Nº personas;534;
Hornachuelos;De 40 a 49 años;% Personas;91,75257731958763;
Hornachuelos;De 30 a 39 años;Nº personas;502;
Hornachuelos;De 30 a 39 años;% Personas;81,36142625607779;
Hornachuelos;De 20 a 29 años;Nº personas;406;
Hornachuelos;De 20 a 29 años;% Personas;76,45951035781545;
Hornachuelos;De 12 a 19 años;Nº personas;308;
Hornachuelos;De 12 a 19 años;% Personas;83,69565217391305;
Hornachuelos;De 5 a 11 años;Nº personas;72;
Hornachuelos;De 5 a 11 años;% Personas;24;
Iznájar;TOTAL;Nº personas;3387;
Iznájar;TOTAL;% Personas;82,48904042864102;
Iznájar;De 80 y más años;Nº personas;433;
Iznájar;De 80 y más años;% Personas;110,17811704834605;
Iznájar;De 70 a 79 años;Nº personas;419;
Iznájar;De 70 a 79 años;% Personas;84,4758064516129;
Iznájar;De 60 a 69 años;Nº personas;566;
Iznájar;De 60 a 69 años;% Personas;88,99371069182389;
Iznájar;De 50 a 59 años;Nº personas;601;
Iznájar;De 50 a 59 años;% Personas;84,64788732394366;
Iznájar;De 40 a 49 años;Nº personas;386;
Iznájar;De 40 a 49 años;% Personas;82,65524625267666;
Iznájar;De 30 a 39 años;Nº personas;347;
Iznájar;De 30 a 39 años;% Personas;85,25798525798525;
Iznájar;De 20 a 29 años;Nº personas;355;
Iznájar;De 20 a 29 años;% Personas;81,98614318706697;
Iznájar;De 12 a 19 años;Nº personas;222;
Iznájar;De 12 a 19 años;% Personas;77,35191637630662;
Iznájar;De 5 a 11 años;Nº personas;58;
Iznájar;De 5 a 11 años;% Personas;34,319526627218934;
Lucena;TOTAL;Nº personas;35635;
Lucena;TOTAL;% Personas;83,43088593369545;
Lucena;De 80 y más años;Nº personas;2263;
Lucena;De 80 y más años;% Personas;116,46937725167267;
Lucena;De 70 a 79 años;Nº personas;3035;
Lucena;De 70 a 79 años;% Personas;108,04556781772872;
Lucena;De 60 a 69 años;Nº personas;4478;
Lucena;De 60 a 69 años;% Personas;105,0187617260788;
Lucena;De 50 a 59 años;Nº personas;6172;
Lucena;De 50 a 59 años;% Personas;98,03049555273189;
Lucena;De 40 a 49 años;Nº personas;6391;
Lucena;De 40 a 49 años;% Personas;91,09179019384264;
Lucena;De 30 a 39 años;Nº personas;4700;
Lucena;De 30 a 39 años;% Personas;82,38387379491674;
Lucena;De 20 a 29 años;Nº personas;4167;
Lucena;De 20 a 29 años;% Personas;81,77001569858713;
Lucena;De 12 a 19 años;Nº personas;3678;
Lucena;De 12 a 19 años;% Personas;87,65490943755958;
Lucena;De 5 a 11 años;Nº personas;751;
Lucena;De 5 a 11 años;% Personas;22,06227967097532;
Luque;TOTAL;Nº personas;2552;
Luque;TOTAL;% Personas;86,6553480475382;
Luque;De 80 y más años;Nº personas;309;
Luque;De 80 y más años;% Personas;108,42105263157895;
Luque;De 70 a 79 años;Nº personas;247;
Luque;De 70 a 79 años;% Personas;95;
Luque;De 60 a 69 años;Nº personas;431;
Luque;De 60 a 69 años;% Personas;111,36950904392765;
Luque;De 50 a 59 años;Nº personas;470;
Luque;De 50 a 59 años;% Personas;91,43968871595331;
Luque;De 40 a 49 años;Nº personas;309;
Luque;De 40 a 49 años;% Personas;84,89010989010988;
Luque;De 30 a 39 años;Nº personas;294;
Luque;De 30 a 39 años;% Personas;94,23076923076923;
Luque;De 20 a 29 años;Nº personas;288;
Luque;De 20 a 29 años;% Personas;75,1958224543081;
Luque;De 12 a 19 años;Nº personas;178;
Luque;De 12 a 19 años;% Personas;84,76190476190476;
Luque;De 5 a 11 años;Nº personas;26;
Luque;De 5 a 11 años;% Personas;21,666666666666668;
Montalbán de Córdoba;TOTAL;Nº personas;3974;
Montalbán de Córdoba;TOTAL;% Personas;87,97874695594422;
Montalbán de Córdoba;De 80 y más años;Nº personas;404;
Montalbán de Córdoba;De 80 y más años;% Personas;115,7593123209169;
Montalbán de Córdoba;De 70 a 79 años;Nº personas;395;
Montalbán de Córdoba;De 70 a 79 años;% Personas;97,29064039408867;
Montalbán de Córdoba;De 60 a 69 años;Nº personas;596;
Montalbán de Córdoba;De 60 a 69 años;% Personas;108,75912408759125;
Montalbán de Córdoba;De 50 a 59 años;Nº personas;697;
Montalbán de Córdoba;De 50 a 59 años;% Personas;98,16901408450704;
Montalbán de Córdoba;De 40 a 49 años;Nº personas;629;
Montalbán de Córdoba;De 40 a 49 años;% Personas;93,32344213649851;
Montalbán de Córdoba;De 30 a 39 años;Nº personas;465;
Montalbán de Córdoba;De 30 a 39 años;% Personas;86,91588785046729;
Montalbán de Córdoba;De 20 a 29 años;Nº personas;398;
Montalbán de Córdoba;De 20 a 29 años;% Personas;90,66059225512528;
Montalbán de Córdoba;De 12 a 19 años;Nº personas;319;
Montalbán de Córdoba;De 12 a 19 años;% Personas;89,85915492957747;
Montalbán de Córdoba;De 5 a 11 años;Nº personas;71;
Montalbán de Córdoba;De 5 a 11 años;% Personas;22,903225806451612;
Montemayor;TOTAL;Nº personas;3415;
Montemayor;TOTAL;% Personas;88,67826538561413;
Montemayor;De 80 y más años;Nº personas;338;
Montemayor;De 80 y más años;% Personas;111,55115511551155;
Montemayor;De 70 a 79 años;Nº personas;341;
Montemayor;De 70 a 79 años;% Personas;104,28134556574923;
Montemayor;De 60 a 69 años;Nº personas;475;
Montemayor;De 60 a 69 años;% Personas;107,2234762979684;
Montemayor;De 50 a 59 años;Nº personas;576;
Montemayor;De 50 a 59 años;% Personas;93,354943273906;
Montemayor;De 40 a 49 años;Nº personas;521;
Montemayor;De 40 a 49 años;% Personas;92,04946996466431;
Montemayor;De 30 a 39 años;Nº personas;438;
Montemayor;De 30 a 39 años;% Personas;98,20627802690584;
Montemayor;De 20 a 29 años;Nº personas;380;
Montemayor;De 20 a 29 años;% Personas;86,36363636363636;
Montemayor;De 12 a 19 años;Nº personas;297;
Montemayor;De 12 a 19 años;% Personas;86,33720930232558;
Montemayor;De 5 a 11 años;Nº personas;49;
Montemayor;De 5 a 11 años;% Personas;23,222748815165875;
Montilla;TOTAL;Nº personas;19748;
Montilla;TOTAL;% Personas;87,25312596650907;
Montilla;De 80 y más años;Nº personas;1726;
Montilla;De 80 y más años;% Personas;112,58969341161122;
Montilla;De 70 a 79 años;Nº personas;2008;
Montilla;De 70 a 79 años;% Personas;105,07587650444793;
Montilla;De 60 a 69 años;Nº personas;3002;
Montilla;De 60 a 69 años;% Personas;107,98561151079137;
Montilla;De 50 a 59 años;Nº personas;3519;
Montilla;De 50 a 59 años;% Personas;96,72897196261682;
Montilla;De 40 a 49 años;Nº personas;3032;
Montilla;De 40 a 49 años;% Personas;90,64275037369208;
Montilla;De 30 a 39 años;Nº personas;2253;
Montilla;De 30 a 39 años;% Personas;84,38202247191012;
Montilla;De 20 a 29 años;Nº personas;2199;
Montilla;De 20 a 29 años;% Personas;84,64203233256352;
Montilla;De 12 a 19 años;Nº personas;1673;
Montilla;De 12 a 19 años;% Personas;87,96004206098843;
Montilla;De 5 a 11 años;Nº personas;336;
Montilla;De 5 a 11 años;% Personas;23,317140874392784;
Montoro;TOTAL;Nº personas;8128;
Montoro;TOTAL;% Personas;88,05113205503196;
Montoro;De 80 y más años;Nº personas;677;
Montoro;De 80 y más años;% Personas;114,35810810810811;
Montoro;De 70 a 79 años;Nº personas;774;
Montoro;De 70 a 79 años;% Personas;112,17391304347827;
Montoro;De 60 a 69 años;Nº personas;1106;
Montoro;De 60 a 69 años;% Personas;105,23311132254996;
Montoro;De 50 a 59 años;Nº personas;1347;
Montoro;De 50 a 59 años;% Personas;97,25631768953069;
Montoro;De 40 a 49 años;Nº personas;1307;
Montoro;De 40 a 49 años;% Personas;96,38643067846607;
Montoro;De 30 a 39 años;Nº personas;1017;
Montoro;De 30 a 39 años;% Personas;87,14652956298201;
Montoro;De 20 a 29 años;Nº personas;941;
Montoro;De 20 a 29 años;% Personas;88,5230479774224;
Montoro;De 12 a 19 años;Nº personas;792;
Montoro;De 12 a 19 años;% Personas;88,68980963045912;
Montoro;De 5 a 11 años;Nº personas;167;
Montoro;De 5 a 11 años;% Personas;26,59235668789809;
Monturque;TOTAL;Nº personas;1632;
Monturque;TOTAL;% Personas;83,77823408624229;
Monturque;De 80 y más años;Nº personas;144;
Monturque;De 80 y más años;% Personas;102,12765957446808;
Monturque;De 70 a 79 años;Nº personas;151;
Monturque;De 70 a 79 años;% Personas;111,02941176470588;
Monturque;De 60 a 69 años;Nº personas;218;
Monturque;De 60 a 69 años;% Personas;101,86915887850468;
Monturque;De 50 a 59 años;Nº personas;298;
Monturque;De 50 a 59 años;% Personas;98,34983498349835;
Monturque;De 40 a 49 años;Nº personas;249;
Monturque;De 40 a 49 años;% Personas;84,98293515358361;
Monturque;De 30 a 39 años;Nº personas;201;
Monturque;De 30 a 39 años;% Personas;78,515625;
Monturque;De 20 a 29 años;Nº personas;203;
Monturque;De 20 a 29 años;% Personas;85,29411764705883;
Monturque;De 12 a 19 años;Nº personas;132;
Monturque;De 12 a 19 años;% Personas;86,27450980392157;
Monturque;De 5 a 11 años;Nº personas;36;
Monturque;De 5 a 11 años;% Personas;28,125;
Moriles;TOTAL;Nº personas;3288;
Moriles;TOTAL;% Personas;88,36334318731524;
Moriles;De 80 y más años;Nº personas;237;
Moriles;De 80 y más años;% Personas;107,72727272727273;
Moriles;De 70 a 79 años;Nº personas;246;
Moriles;De 70 a 79 años;% Personas;100,81967213114754;
Moriles;De 60 a 69 años;Nº personas;496;
Moriles;De 60 a 69 años;% Personas;115,61771561771562;
Moriles;De 50 a 59 años;Nº personas;616;
Moriles;De 50 a 59 años;% Personas;99,67637540453075;
Moriles;De 40 a 49 años;Nº personas;467;
Moriles;De 40 a 49 años;% Personas;87,28971962616822;
Moriles;De 30 a 39 años;Nº personas;425;
Moriles;De 30 a 39 años;% Personas;90,42553191489361;
Moriles;De 20 a 29 años;Nº personas;401;
Moriles;De 20 a 29 años;% Personas;89,50892857142857;
Moriles;De 12 a 19 años;Nº personas;315;
Moriles;De 12 a 19 años;% Personas;88,48314606741573;
Moriles;De 5 a 11 años;Nº personas;85;
Moriles;De 5 a 11 años;% Personas;31,71641791044776;
Nueva Carteya;TOTAL;Nº personas;4503;
Nueva Carteya;TOTAL;% Personas;84,31005429694814;
Nueva Carteya;De 80 y más años;Nº personas;401;
Nueva Carteya;De 80 y más años;% Personas;105,52631578947368;
Nueva Carteya;De 70 a 79 años;Nº personas;361;
Nueva Carteya;De 70 a 79 años;% Personas;97,8319783197832;
Nueva Carteya;De 60 a 69 años;Nº personas;688;
Nueva Carteya;De 60 a 69 años;% Personas;106,50154798761609;
Nueva Carteya;De 50 a 59 años;Nº personas;804;
Nueva Carteya;De 50 a 59 años;% Personas;97,10144927536231;
Nueva Carteya;De 40 a 49 años;Nº personas;682;
Nueva Carteya;De 40 a 49 años;% Personas;88,91786179921773;
Nueva Carteya;De 30 a 39 años;Nº personas;628;
Nueva Carteya;De 30 a 39 años;% Personas;84,40860215053763;
Nueva Carteya;De 20 a 29 años;Nº personas;469;
Nueva Carteya;De 20 a 29 años;% Personas;78,69127516778524;
Nueva Carteya;De 12 a 19 años;Nº personas;384;
Nueva Carteya;De 12 a 19 años;% Personas;85,71428571428571;
Nueva Carteya;De 5 a 11 años;Nº personas;86;
Nueva Carteya;De 5 a 11 años;% Personas;24,64183381088825;
Obejo;TOTAL;Nº personas;1057;
Obejo;TOTAL;% Personas;52,19753086419753;
Obejo;De 80 y más años;Nº personas;66;
Obejo;De 80 y más años;% Personas;71,73913043478261;
Obejo;De 70 a 79 años;Nº personas;100;
Obejo;De 70 a 79 años;% Personas;75,75757575757575;
Obejo;De 60 a 69 años;Nº personas;149;
Obejo;De 60 a 69 años;% Personas;67,42081447963801;
Obejo;De 50 a 59 años;Nº personas;196;
Obejo;De 50 a 59 años;% Personas;61,442006269592476;
Obejo;De 40 a 49 años;Nº personas;183;
Obejo;De 40 a 49 años;% Personas;53,352769679300295;
Obejo;De 30 a 39 años;Nº personas;117;
Obejo;De 30 a 39 años;% Personas;39,261744966442954;
Obejo;De 20 a 29 años;Nº personas;142;
Obejo;De 20 a 29 años;% Personas;59,91561181434599;
Obejo;De 12 a 19 años;Nº personas;89;
Obejo;De 12 a 19 años;% Personas;53,6144578313253;
Obejo;De 5 a 11 años;Nº personas;15;
Obejo;De 5 a 11 años;% Personas;10,638297872340425;
Palenciana;TOTAL;Nº personas;1300;
Palenciana;TOTAL;% Personas;88,8585099111415;
Palenciana;De 80 y más años;Nº personas;126;
Palenciana;De 80 y más años;% Personas;112,5;
Palenciana;De 70 a 79 años;Nº personas;122;
Palenciana;De 70 a 79 años;% Personas;106,08695652173913;
Palenciana;De 60 a 69 años;Nº personas;177;
Palenciana;De 60 a 69 años;% Personas;100;
Palenciana;De 50 a 59 años;Nº personas;222;
Palenciana;De 50 a 59 años;% Personas;99,55156950672645;
Palenciana;De 40 a 49 años;Nº personas;204;
Palenciana;De 40 a 49 años;% Personas;91,89189189189189;
Palenciana;De 30 a 39 años;Nº personas;150;
Palenciana;De 30 a 39 años;% Personas;87,20930232558139;
Palenciana;De 20 a 29 años;Nº personas;153;
Palenciana;De 20 a 29 años;% Personas;88,95348837209302;
Palenciana;De 12 a 19 años;Nº personas;122;
Palenciana;De 12 a 19 años;% Personas;88,40579710144928;
Palenciana;De 5 a 11 años;Nº personas;24;
Palenciana;De 5 a 11 años;% Personas;28,571428571428573;
Palma del Río;TOTAL;Nº personas;17765;
Palma del Río;TOTAL;% Personas;84,95934959349593;
Palma del Río;De 80 y más años;Nº personas;1389;
Palma del Río;De 80 y más años;% Personas;120,4683434518647;
Palma del Río;De 70 a 79 años;Nº personas;1738;
Palma del Río;De 70 a 79 años;% Personas;109,23947203016971;
Palma del Río;De 60 a 69 años;Nº personas;2466;
Palma del Río;De 60 a 69 años;% Personas;103,17991631799163;
Palma del Río;De 50 a 59 años;Nº personas;3082;
Palma del Río;De 50 a 59 años;% Personas;96,40287769784173;
Palma del Río;De 40 a 49 años;Nº personas;2870;
Palma del Río;De 40 a 49 años;% Personas;89,49173682569379;
Palma del Río;De 30 a 39 años;Nº personas;2271;
Palma del Río;De 30 a 39 años;% Personas;83,00438596491227;
Palma del Río;De 20 a 29 años;Nº personas;1943;
Palma del Río;De 20 a 29 años;% Personas;79,95884773662551;
Palma del Río;De 12 a 19 años;Nº personas;1645;
Palma del Río;De 12 a 19 años;% Personas;88,10926620246384;
Palma del Río;De 5 a 11 años;Nº personas;361;
Palma del Río;De 5 a 11 años;% Personas;23,95487723954877;
Pedro Abad;TOTAL;Nº personas;2500;
Pedro Abad;TOTAL;% Personas;89,03133903133903;
Pedro Abad;De 80 y más años;Nº personas;195;
Pedro Abad;De 80 y más años;% Personas;100;
Pedro Abad;De 70 a 79 años;Nº personas;222;
Pedro Abad;De 70 a 79 años;% Personas;112,69035532994924;
Pedro Abad;De 60 a 69 años;Nº personas;404;
Pedro Abad;De 60 a 69 años;% Personas;107,73333333333333;
Pedro Abad;De 50 a 59 años;Nº personas;429;
Pedro Abad;De 50 a 59 años;% Personas;98,84792626728111;
Pedro Abad;De 40 a 49 años;Nº personas;401;
Pedro Abad;De 40 a 49 años;% Personas;95,70405727923628;
Pedro Abad;De 30 a 39 años;Nº personas;302;
Pedro Abad;De 30 a 39 años;% Personas;86,03988603988604;
Pedro Abad;De 20 a 29 años;Nº personas;275;
Pedro Abad;De 20 a 29 años;% Personas;85,40372670807453;
Pedro Abad;De 12 a 19 años;Nº personas;217;
Pedro Abad;De 12 a 19 años;% Personas;94,75982532751091;
Pedro Abad;De 5 a 11 años;Nº personas;55;
Pedro Abad;De 5 a 11 años;% Personas;30,89887640449438;
Pedroche;TOTAL;Nº personas;1359;
Pedroche;TOTAL;% Personas;91,14688128772636;
Pedroche;De 80 y más años;Nº personas;253;
Pedroche;De 80 y más años;% Personas;119,90521327014218;
Pedroche;De 70 a 79 años;Nº personas;154;
Pedroche;De 70 a 79 años;% Personas;100,65359477124183;
Pedroche;De 60 a 69 años;Nº personas;222;
Pedroche;De 60 a 69 años;% Personas;112,12121212121212;
Pedroche;De 50 a 59 años;Nº personas;216;
Pedroche;De 50 a 59 años;% Personas;90,3765690376569;
Pedroche;De 40 a 49 años;Nº personas;131;
Pedroche;De 40 a 49 años;% Personas;89,72602739726027;
Pedroche;De 30 a 39 años;Nº personas;163;
Pedroche;De 30 a 39 años;% Personas;92,61363636363636;
Pedroche;De 20 a 29 años;Nº personas;131;
Pedroche;De 20 a 29 años;% Personas;72,77777777777777;
Pedroche;De 12 a 19 años;Nº personas;79;
Pedroche;De 12 a 19 años;% Personas;84,94623655913979;
Pedroche;De 5 a 11 años;Nº personas;10;
Pedroche;De 5 a 11 años;% Personas;18,181818181818183;
Peñarroya-Pueblonuevo;TOTAL;Nº personas;9284;
Peñarroya-Pueblonuevo;TOTAL;% Personas;88,35173201370384;
Peñarroya-Pueblonuevo;De 80 y más años;Nº personas;927;
